"","ein","tax_pd","daysoperating_coh"
"758",202328346,201806,NA
"759",202445113,201412,168.571900511775
"760",202445113,201812,106.180940125448
"761",202504202,201812,64.9047250782864
"762",202526058,201806,58.6034425589492
"763",202711297,201812,170.549739056343
"764",202773085,201812,100.735460780582
"765",202810099,201811,172.119722646358
"766",202869184,201809,27.2689052405267
"767",203022563,201812,79.6341889872765
"768",203035695,201812,117.175541231998
"769",203048639,201809,194.602456485946
"770",203079151,201806,138.742085799149
"771",203167493,201812,50.0107224940129
"772",203178404,201806,1006.0262972495
"773",203195763,201806,422.676465542509
"774",203395474,201812,218.8084823943
"775",203407734,201806,251.014722265865
"776",203415545,201806,290.30812003935
"777",203494053,201806,0
"778",203494053,201706,55.3464826013266
"779",203496884,201812,10.0968877861455
"780",203521473,201806,79.9479729613082
"781",203558447,201812,136.254503492049
"782",203771819,201812,547.991343713667
"783",203773809,201906,41.8968934265857
"784",203852230,201812,94.8762605296901
"785",203853610,201812,12405.4832215473
"786",203866727,201806,NA
"787",203916750,201812,94.4659649219535
"788",204122028,201806,297.482200295727
"789",204130979,201812,52.4859834648336
"790",204181020,201806,156.831045044486
"791",204203798,201812,62.6798983353427
"792",204216595,201812,632.130145493139
"793",204361698,201812,1464.02525927008
"794",204398263,201806,497.309528899276
"795",204398692,201809,15.7677325146363
"796",204526894,201812,2973.54555532931
"797",204594987,201812,4.31164013483654
"798",204627275,201812,651.710752260868
"799",204741922,201812,8.45324354360499
"800",204929600,201806,420.075061304132
"801",205276894,201812,547.848893407703
"802",205289427,201812,9.40117025314162
"803",205311377,201812,132.216172350839
"804",205325361,201906,1696.3620979552
"805",205398661,201612,1963.88326266663
"806",205398661,201812,1.63031222896791
"807",205398661,201712,304.037512407632
