"","ein","tax_pd","selfsufficiency"
"687",161671788,201906,0.207876641117144
"688",161744136,201809,0
"689",161765276,201812,0.736811594202899
"690",166063879,201902,0.250927480064817
"691",166063879,201802,0.153954233362345
"692",166066346,201903,0.13186391481848
"693",166066837,201812,0.319316142933376
"694",166095039,201901,0.0457335349313749
"695",166101149,201906,1.05478112262819
"696",200001916,201812,0.260382885436746
"697",200062075,201806,0.222898118608187
"698",200070040,201812,0.364396725983365
"699",200125143,201812,0
"700",200146547,201806,0.158955275839604
"701",200164382,201812,0.905666065516406
"702",200177581,201806,0
"703",200203845,201812,0.970416082759546
"704",200246423,201812,0.162359372126845
"705",200310400,201806,0.0590008759811037
"706",200318338,201812,0
"707",200330858,201812,0.922925917618969
"708",200428240,201812,0.113745193354132
"709",200436490,201809,0.0947429118736501
"710",200446324,201812,0.836048474733652
"711",200458814,201812,0.0501358845118235
"712",200468802,201812,0
"713",200470082,201812,0.0504191725897576
"714",200503404,201812,0.183568237795113
"715",200530683,201812,0
"716",200553370,201812,0.0314414488206175
"717",200573561,201812,0.635696470944616
"718",200688727,201812,0.27093014376972
"719",200696964,201806,0.490529824538197
"720",200701353,201806,1.5038896524588
"721",200726638,201806,0
"722",200951085,201809,0
"723",200956663,201812,0.300088462783003
"724",201044089,201806,1.01738024586689
"725",201110283,201806,0.272618436805199
"726",201150352,201712,0.122231557721391
"727",201150352,201812,0
"728",201249814,201812,0.222692394558026
"729",201309418,201809,0
"730",201309418,201609,0
"731",201324945,201712,0.962298058235024
"732",201413891,201812,0.0304486117187465
"733",201484525,201903,0.286970083652346
"734",201545635,201812,0
"735",201583332,201812,1.42227796213282
"736",201592192,201812,1.35569120117349
"737",201594213,201806,0.543759468593404
"738",201683627,201806,0.0267332243364525
"739",201688621,201806,1.02827628661344
"740",201700622,201812,0
"741",201788094,201812,0
"742",201793571,201812,1.04295746626911
"743",201794339,201812,0.0162539032425736
"744",201848987,201812,0.347804539597582
"745",201880465,201906,0
"746",201891448,201812,0.0697244049652659
"747",201935580,201806,1.05909909636061
"748",201952464,201906,0.704176384717352
"749",201989307,201906,0.403129086493555
"750",202007127,201812,0.898936026936027
"751",202010603,201812,0.397328264243735
"752",202053859,201812,0.558941661474834
"753",202074645,201809,0.401667363113873
"754",202188815,201903,0.136223578356733
"755",202207776,201812,0.568363509657739
"756",202231228,201806,0
"757",202232456,201812,0.2346580423767
"758",202328346,201806,0
"759",202445113,201412,0.057537764779314
"760",202445113,201812,0.10992696141471
"761",202504202,201812,0.279294149678385
"762",202526058,201806,0.165078801453115
"763",202711297,201812,0.599160232115618
"764",202773085,201812,0.56129901840549
"765",202810099,201811,0.018217256696729
"766",202869184,201809,0.565732713567793
"767",203022563,201812,0
"768",203035695,201812,0.995720820776352
"769",203048639,201809,0.283917777491042
"770",203079151,201806,0
"771",203167493,201812,0.701710066801247
"772",203178404,201806,0
"773",203195763,201806,0.36083494601091
"774",203395474,201812,0.008260671263381
"775",203407734,201806,0.738752105220948
"776",203415545,201806,0
"777",203494053,201806,0.184743407471666
"778",203494053,201706,0.363610491155016
"779",203496884,201812,0.991764037206659
